campaign_key,campaign_id,campaign_name,start_date,end_date,channel
5897,681,Campaign 681,2026-09-22,2026-09-23,SMS
5898,682,Campaign 682,2026-09-24,2026-09-25,Instagram
5899,683,Campaign 683,2026-09-26,2026-09-27,Email
5900,684,Campaign 684,2026-09-28,2026-09-29,Instagram
5901,685,Campaign 685,2026-09-30,2026-10-01,Social Media
5902,686,Campaign 686,2026-10-02,2026-10-03,Email
5903,687,Campaign 687,2026-10-04,2026-10-05,Social Media
5904,688,Campaign 688,2026-10-06,2026-10-07,Google Ads
5905,689,Campaign 689,2026-10-08,2026-10-09,Social Media
5906,690,Campaign 690,2026-10-10,2026-10-11,Instagram
5907,691,Campaign 691,2026-10-12,2026-10-13,Facebook Ads
5908,692,Campaign 692,2026-10-14,2026-10-15,Instagram
5909,693,Campaign 693,2026-10-16,2026-10-17,Instagram
5910,694,Campaign 694,2026-10-18,2026-10-19,SMS
5911,695,Campaign 695,2026-10-20,2026-10-21,Email
5912,696,Campaign 696,2026-10-22,2026-10-23,SMS
5913,697,Campaign 697,2026-10-24,2026-10-25,SMS
5914,698,Campaign 698,2026-10-26,2026-10-27,SMS
5915,699,Campaign 699,2026-10-28,2026-10-29,Google Ads
5916,700,Campaign 700,2026-10-30,2026-10-31,Email
5917,701,Campaign 701,2026-11-01,2026-11-02,Social Media
5918,702,Campaign 702,2026-11-03,2026-11-04,Facebook Ads
5919,703,Campaign 703,2026-11-05,2026-11-06,Instagram
5920,704,Campaign 704,2026-11-07,2026-11-08,Facebook Ads
5921,705,Campaign 705,2026-11-09,2026-11-10,Facebook Ads
5922,706,Campaign 706,2026-11-11,2026-11-12,Social Media
5923,707,Campaign 707,2026-11-13,2026-11-14,Social Media
5924,708,Campaign 708,2026-11-15,2026-11-16,Facebook Ads
5925,709,Campaign 709,2026-11-17,2026-11-18,Instagram
5926,710,Campaign 710,2026-11-19,2026-11-20,Social Media
5927,711,Campaign 711,2026-11-21,2026-11-22,Instagram
5928,712,Campaign 712,2026-11-23,2026-11-24,Social Media
5929,713,Campaign 713,2026-11-25,2026-11-26,Instagram
5930,714,Campaign 714,2026-11-27,2026-11-28,SMS
5931,715,Campaign 715,2026-11-29,2026-11-30,Instagram
5932,716,Campaign 716,2026-12-01,2026-12-02,Google Ads
5933,717,Campaign 717,2026-12-03,2026-12-04,Social Media
5934,718,Campaign 718,2026-12-05,2026-12-06,SMS
5935,719,Campaign 719,2026-12-07,2026-12-08,SMS
5936,720,Campaign 720,2026-12-09,2026-12-10,Google Ads
5937,721,Campaign 721,2026-12-11,2026-12-12,Facebook Ads
5938,722,Campaign 722,2026-12-13,2026-12-14,Instagram
5939,723,Campaign 723,2026-12-15,2026-12-16,Instagram
5940,724,Campaign 724,2026-12-17,2026-12-18,Email
5941,725,Campaign 725,2026-12-19,2026-12-20,Social Media
5942,726,Campaign 726,2026-12-21,2026-12-22,Facebook Ads
5943,727,Campaign 727,2026-12-23,2026-12-24,Facebook Ads
5944,728,Campaign 728,2026-12-25,2026-12-26,Social Media
5945,729,Campaign 729,2026-12-27,2026-12-28,Email
5946,730,Campaign 730,2026-12-29,2026-12-30,Email
5947,731,Campaign 731,2026-12-31,2027-01-01,Social Media
5948,732,Campaign 732,2027-01-02,2027-01-03,Instagram
5949,733,Campaign 733,2027-01-04,2027-01-05,Instagram
5950,734,Campaign 734,2027-01-06,2027-01-07,SMS
5951,735,Campaign 735,2027-01-08,2027-01-09,Facebook Ads
5952,736,Campaign 736,2027-01-10,2027-01-11,Social Media
5953,737,Campaign 737,2027-01-12,2027-01-13,Instagram
5954,738,Campaign 738,2027-01-14,2027-01-15,Email
5955,739,Campaign 739,2027-01-16,2027-01-17,Social Media
5956,740,Campaign 740,2027-01-18,2027-01-19,Facebook Ads
5957,741,Campaign 741,2027-01-20,2027-01-21,Instagram
5958,742,Campaign 742,2027-01-22,2027-01-23,Instagram
5959,743,Campaign 743,2027-01-24,2027-01-25,Email
5960,744,Campaign 744,2027-01-26,2027-01-27,Instagram
5961,745,Campaign 745,2027-01-28,2027-01-29,Instagram
5962,746,Campaign 746,2027-01-30,2027-01-31,Email
5963,747,Campaign 747,2027-02-01,2027-02-02,Email
5964,748,Campaign 748,2027-02-03,2027-02-04,Facebook Ads
5965,749,Campaign 749,2027-02-05,2027-02-06,SMS
5966,750,Campaign 750,2027-02-07,2027-02-08,Social Media
5967,751,Campaign 751,2027-02-09,2027-02-10,Instagram
5968,752,Campaign 752,2027-02-11,2027-02-12,Instagram
5969,753,Campaign 753,2027-02-13,2027-02-14,Email
5970,754,Campaign 754,2027-02-15,2027-02-16,SMS
5971,755,Campaign 755,2027-02-17,2027-02-18,SMS
5972,756,Campaign 756,2027-02-19,2027-02-20,Facebook Ads
5973,757,Campaign 757,2027-02-21,2027-02-22,Instagram
5974,758,Campaign 758,2027-02-23,2027-02-24,Facebook Ads
5975,759,Campaign 759,2027-02-25,2027-02-26,Google Ads
5976,760,Campaign 760,2027-02-27,2027-02-28,Email
5977,761,Campaign 761,2027-03-01,2027-03-02,SMS
5978,762,Campaign 762,2027-03-03,2027-03-04,Instagram
5979,763,Campaign 763,2027-03-05,2027-03-06,Facebook Ads
5980,764,Campaign 764,2027-03-07,2027-03-08,Social Media
5981,765,Campaign 765,2027-03-09,2027-03-10,Facebook Ads
5982,766,Campaign 766,2027-03-11,2027-03-12,Facebook Ads
5983,767,Campaign 767,2027-03-13,2027-03-14,Google Ads
5984,768,Campaign 768,2027-03-15,2027-03-16,Instagram
5985,769,Campaign 769,2027-03-17,2027-03-18,SMS
5986,770,Campaign 770,2027-03-19,2027-03-20,SMS
5987,771,Campaign 771,2027-03-21,2027-03-22,Instagram
5988,772,Campaign 772,2027-03-23,2027-03-24,Email
5989,773,Campaign 773,2027-03-25,2027-03-26,Facebook Ads
5990,774,Campaign 774,2027-03-27,2027-03-28,Social Media
5991,775,Campaign 775,2027-03-29,2027-03-30,Google Ads
5992,776,Campaign 776,2027-03-31,2027-04-01,Facebook Ads
5993,777,Campaign 777,2027-04-02,2027-04-03,Social Media
5994,778,Campaign 778,2027-04-04,2027-04-05,Email
5995,779,Campaign 779,2027-04-06,2027-04-07,Google Ads
5996,780,Campaign 780,2027-04-08,2027-04-09,Instagram
5997,781,Campaign 781,2027-04-10,2027-04-11,Instagram
5998,782,Campaign 782,2027-04-12,2027-04-13,Facebook Ads
5999,783,Campaign 783,2027-04-14,2027-04-15,Google Ads
6000,784,Campaign 784,2027-04-16,2027-04-17,Social Media
